;;Consumption_1;Consumption_2;Consumption_3;Consumption_Flag1;Consumption_Flag2;Consumption_Par1;Consumption_Par10;Consumption_Par11;Consumption_Par12;Consumption_Par13;Consumption_Par14
07.03.2022 07:00;07.03.2022 08:00;163,950;567,568;186,804;0,000;126.966,291;128.732,707;141.605,978;118.434,091;131.307,362;109.422,801;139.031,324
07.03.2022 08:00;07.03.2022 09:00;172,300;577,693;197,114;0,000;110.995,845;118.317,684;98.203,678;118.317,684;117.134,507;115.951,330;120.684,038
07.03.2022 09:00;07.03.2022 10:00;164,050;568,325;189,503;0,000;107.606,483;106.639,453;99.174,692;104.506,664;87.444,352;89.577,141;113.037,820
07.03.2022 10:00;07.03.2022 11:00;156,950;562,175;183,523;0,000;81.003,271;99.463,992;87.528,313;94.490,792;93.496,152;95.485,432;93.496,152
07.03.2022 11:00;07.03.2022 12:00;143,850;548,033;171,075;0,000;88.780,161;97.515,891;104.342,004;104.342,004;83.863,667;95.565,574;94.590,415
07.03.2022 12:00;07.03.2022 13:00;125,850;530,491;151,621;0,000;99.687,163;92.812,482;80.746,860;86.315,609;83.531,234;77.962,485;79.818,735
07.03.2022 13:00;07.03.2022 14:00;103,600;508,689;128,915;0,000;95.258,827;91.112,231;95.667,843;74.712,029;81.089,886;90.201,109;89.289,986
07.03.2022 14:00;07.03.2022 15:00;92,650;497,094;120,290;0,000;103.141,241;90.847,930;90.847,930;93.573,368;84.488,575;91.756,410;77.220,741
07.03.2022 15:00;07.03.2022 16:00;90,600;493,743;113,547;0,000;86.558,372;92.542,102;86.064,155;84.213,313;101.796,312;85.138,734;83.287,891
07.03.2022 16:00;07.03.2022 17:00;58,350;463,550;85,303;0,000;109.609,815;100.885,994;103.912,574;87.770,815;95.841,695;89.788,535;89.788,535
07.03.2022 17:00;07.03.2022 18:00;40,350;447,709;62,141;0,000;115.916,746;107.156,610;106.085,044;103.941,912;115.729,139;105.013,478;102.870,346
07.03.2022 18:00;07.03.2022 19:00;34,200;439,416;60,933;0,000;107.048,554;108.154,444;86.523,555;98.420,544;102.746,722;113.562,166;107.072,899
07.03.2022 19:00;07.03.2022 20:00;34,950;437,609;60,002;0,000;120.717,027;105.939,539;95.345,585;98.523,771;102.761,353;90.048,608;87.929,817
07.03.2022 20:00;07.03.2022 21:00;31,800;434,646;55,868;0,000;91.428,498;103.267,205;87.777,124;84.679,108;103.267,205;97.071,172;86.744,452
07.03.2022 21:00;07.03.2022 22:00;32,250;437,609;58,544;0,000;80.051,298;95.223,377;79.987,637;90.462,209;98.080,079;99.032,312;98.080,079
07.03.2022 22:00;07.03.2022 23:00;33,200;439,538;56,119;0,000;74.946,520;82.982,569;88.791,348;83.812,394;74.684,312;83.812,394;66.386,055
07.03.2022 23:00;08.03.2022 00:00;30,050;435,409;55,082;0,000;65.957,827;72.551,451;71.825,937;60.943,219;78.355,567;72.551,451;79.081,082
08.03.2022 00:00;08.03.2022 01:00;33,550;439,723;58,958;0,000;76.533,752;69.108,031;67.034,790;73.254,513;55.286,425;67.034,790;64.961,549
08.03.2022 01:00;08.03.2022 02:00;34,100;436,727;58,814;0,000;67.542,462;66.982,538;72.341,141;72.341,141;71.671,315;70.331,665;54.255,856
08.03.2022 02:00;08.03.2022 03:00;75,650;481,055;101,044;0,000;65.614,368;66.756,863;66.089,294;66.756,863;69.427,137;71.429,843;72.764,980
08.03.2022 03:00;08.03.2022 04:00;182,850;588,693;210,365;0,000;81.677,388;68.074,432;70.797,410;60.586,245;69.435,921;55.821,035;61.266,989
08.03.2022 04:00;08.03.2022 05:00;198,850;600,600;225,129;0,000;74.463,558;74.089,689;64.458,029;68.903,411;80.016,864;71.866,998;65.198,926
08.03.2022 05:00;08.03.2022 06:00;185,000;591,001;208,353;0,000;97.302,584;86.719,617;85.852,421;84.985,225;89.321,205;78.914,851;78.914,851
08.03.2022 06:00;08.03.2022 07:00;176,250;582,138;202,259;0,000;98.556,571;107.931,630;88.503,937;105.772,997;97.138,467;86.345,304;92.821,202
08.03.2022 07:00;08.03.2022 08:00;163,950;567,568;186,804;0,000;112.579,461;113.996,957;104.877,200;99.177,352;91.197,565;118.556,835;95.757,444
08.03.2022 08:00;08.03.2022 09:00;172,300;577,693;197,114;0,000;93.473,106;110.903,672;106.467,525;121.994,040;110.903,672;113.121,746;106.467,525
08.03.2022 09:00;08.03.2022 10:00;164,050;568,325;189,503;0,000;87.630,399;105.134,834;84.107,868;88.313,261;101.980,789;88.313,261;113.545,621
08.03.2022 10:00;08.03.2022 11:00;156,950;562,175;183,523;0,000;82.022,703;101.369,532;99.342,142;108.465,400;105.424,314;108.465,400;107.451,704
08.03.2022 11:00;08.03.2022 12:00;143,850;548,033;171,075;0,000;100.692,493;100.422,127;85.358,808;101.426,348;104.439,012;109.460,118;87.367,250
08.03.2022 12:00;08.03.2022 13:00;125,850;530,491;151,621;0,000;74.928,127;96.894,659;102.708,339;94.956,766;85.267,300;93.018,873;105.615,179
08.03.2022 13:00;08.03.2022 14:00;103,600;508,689;128,915;0,000;89.588,442;96.871,055;97.839,765;100.745,897;96.871,055;101.714,607;88.152,660
08.03.2022 14:00;08.03.2022 15:00;92,650;497,094;120,290;0,000;86.064,863;94.157,948;98.865,846;80.975,836;97.924,266;93.216,369;96.982,687
08.03.2022 15:00;08.03.2022 16:00;90,600;493,743;113,547;0,000;87.914,803;95.972,647;85.415,656;103.650,459;85.415,656;103.650,459;85.415,656
08.03.2022 16:00;08.03.2022 17:00;58,350;463,550;85,303;0,000;86.040,618;97.018,763;92.167,825;80.525,573;82.465,948;95.078,387;77.615,010
08.03.2022 17:00;08.03.2022 18:00;40,350;447,709;62,141;0,000;84.533,478;102.384,891;82.931,761;107.504,135;88.051,006;95.217,948;108.527,984
08.03.2022 18:00;08.03.2022 19:00;34,200;439,416;60,933;0,000;88.897,584;101.436,770;84.192,519;110.566,079;94.336,196;100.422,402;110.566,079
08.03.2022 19:00;08.03.2022 20:00;34,950;437,609;60,002;0,000;101.381,099;100.707,529;83.587,249;88.622,625;89.629,700;87.615,550;93.658,002
08.03.2022 20:00;08.03.2022 21:00;31,800;434,646;55,868;0,000;112.886,937;98.436,116;82.686,337;78.748,893;82.686,337;97.451,755;97.451,755
08.03.2022 21:00;08.03.2022 22:00;32,250;437,609;58,544;0,000;109.205,166;90.472,759;77.806,573;79.616,028;78.711,300;82.330,211;75.092,390
08.03.2022 22:00;08.03.2022 23:00;33,200;439,538;56,119;0,000;81.497,277;82.201,111;69.048,933;86.311,167;72.336,978;78.091,056;83.023,122
08.03.2022 23:00;09.03.2022 00:00;30,050;435,409;55,082;0,000;85.255,734;72.919,112;74.377,494;72.189,921;75.106,685;60.522,863;59.064,481
09.03.2022 00:00;09.03.2022 01:00;33,550;439,723;58,958;0,000;77.495,252;69.388,068;56.898,216;56.204,335;63.837,023;68.694,187;56.204,335
09.03.2022 01:00;09.03.2022 02:00;34,100;436,727;58,814;0,000;60.637,871;68.138,094;62.687,046;64.731,189;55.191,856;65.412,570;57.917,380
09.03.2022 02:00;09.03.2022 03:00;75,650;481,055;101,044;0,000;63.327,612;68.510,404;63.714,675;66.455,091;56.863,635;59.604,051;56.863,635
09.03.2022 03:00;09.03.2022 04:00;182,850;588,693;210,365;0,000;71.495,192;70.135,907;71.538,625;74.344,061;56.810,085;58.212,803;69.434,548
09.03.2022 04:00;09.03.2022 05:00;198,850;600,600;225,129;0,000;79.316,696;73.811,797;59.787,556;78.978,623;66.430,618;65.692,500;64.954,382
09.03.2022 05:00;09.03.2022 06:00;185,000;591,001;208,353;0,000;101.716,042;84.150,284;86.674,793;89.199,302;70.686,239;86.674,793;76.576,759
09.03.2022 06:00;09.03.2022 07:00;176,250;582,138;202,259;0,000;115.980,822;98.843,833;92.913,203;108.728,216;107.739,778;80.063,505;90.936,326
09.03.2022 07:00;09.03.2022 08:00;163,950;567,568;186,804;0,000;132.703,528;108.202,368;91.972,013;107.120,345;117.940,582;98.464,155;111.448,439
09.03.2022 08:00;09.03.2022 09:00;172,300;577,693;197,114;0,000;124.158,838;108.524,250;112.865,220;105.268,523;119.376,675;98.757,068;97.671,825
09.03.2022 09:00;09.03.2022 10:00;164,050;568,325;189,503;0,000;110.897,199;102.999,327;88.579,421;87.549,428;82.399,462;100.939,341;84.459,448
09.03.2022 10:00;09.03.2022 11:00;156,950;562,175;183,523;0,000;104.019,450;96.970,123;100.848,928;86.303,409;80.485,202;99.879,227;82.424,604
09.03.2022 11:00;09.03.2022 12:00;143,850;548,033;171,075;0,000;78.661,498;89.870,482;94.364,007;73.693,796;91.667,892;87.174,368;80.883,434
09.03.2022 12:00;09.03.2022 13:00;125,850;530,491;151,621;0,000;92.119,460;84.839,827;82.294,632;77.204,242;72.962,251;92.475,411;75.507,446
09.03.2022 13:00;09.03.2022 14:00;103,600;508,689;128,915;0,000;74.406,946;84.056,581;86.578,279;76.491,489;79.853,752;81.534,884;81.534,884
09.03.2022 14:00;09.03.2022 15:00;92,650;497,094;120,290;0,000;81.472,614;80.786,262;77.554,811;81.594,124;68.668,322;79.170,536;79.978,399
09.03.2022 15:00;09.03.2022 16:00;90,600;493,743;113,547;0,000;90.407,932;81.802,693;85.892,828;79.348,612;71.168,343;80.166,639;83.438,747
09.03.2022 16:00;09.03.2022 17:00;58,350;463,550;85,303;0,000;107.984,369;85.877,717;90.171,603;76.431,168;77.289,945;92.747,934;69.560,951
09.03.2022 17:00;09.03.2022 18:00;40,350;447,709;62,141;0,000;106.857,625;92.936,228;81.783,881;82.713,243;89.218,779;100.371,126;91.077,504
09.03.2022 18:00;09.03.2022 19:00;34,200;439,416;60,933;0,000;115.757,150;96.302,397;101.117,517;95.339,373;100.154,493;78.967,965;87.635,181
09.03.2022 19:00;09.03.2022 20:00;34,950;437,609;60,002;0,000;113.483,627;94.020,255;80.857,419;87.438,837;80.857,419;87.438,837;79.917,216
09.03.2022 20:00;09.03.2022 21:00;31,800;434,646;55,868;0,000;119.288,158;91.746,696;96.334,031;87.159,361;93.581,630;93.581,630;95.416,564
09.03.2022 21:00;09.03.2022 22:00;32,250;437,609;58,544;0,000;92.685,146;86.897,725;95.587,497;82.552,839;92.980,566;69.518,180;75.601,021
09.03.2022 22:00;09.03.2022 23:00;33,200;439,538;56,119;0,000;96.301,896;77.690,474;68.367,617;66.813,807;64.483,093;70.698,331;66.036,903
09.03.2022 23:00;10.03.2022 00:00;30,050;435,409;55,082;0,000;74.057,086;69.111,607;58.744,866;73.258,304;66.347,143;58.744,866;69.802,723
10.03.2022 00:00;10.03.2022 01:00;33,550;439,723;58,958;0,000;76.832,526;65.869,900;72.456,889;56.648,114;67.187,298;71.139,492;69.822,094
10.03.2022 01:00;10.03.2022 02:00;34,100;436,727;58,814;0,000;77.574,947;65.933,918;61.977,883;52.747,135;61.977,883;65.274,579;67.911,936
10.03.2022 02:00;10.03.2022 03:00;75,650;481,055;101,044;0,000;64.442,833;64.209,705;57.146,637;63.567,607;59.715,025;69.346,481;66.135,996
10.03.2022 03:00;10.03.2022 04:00;182,850;588,693;210,365;0,000;72.407,842;64.434,307;57.990,876;56.057,847;68.300,365;63.789,963;57.346,533
10.03.2022 04:00;10.03.2022 05:00;198,850;600,600;225,129;0,000;82.727,642;70.175,606;65.263,313;60.351,021;58.947,509;74.386,142;70.877,362
10.03.2022 05:00;10.03.2022 06:00;185,000;591,001;208,353;0,000;78.685,410;77.274,888;64.138,157;74.183,893;74.956,642;74.183,893;78.820,386
10.03.2022 06:00;10.03.2022 07:00;176,250;582,138;202,259;0,000;117.473,299;93.519,192;100.065,535;88.843,232;88.843,232;82.296,889;88.843,232
10.03.2022 07:00;10.03.2022 08:00;163,950;567,568;186,804;0,000;123.583,399;97.971,891;82.296,388;85.235,545;98.951,610;93.073,296;107.769,080
10.03.2022 08:00;10.03.2022 09:00;172,300;577,693;197,114;0,000;112.401,800;102.711,422;99.630,079;98.602,965;82.169,138;105.792,765;99.630,079
10.03.2022 09:00;10.03.2022 10:00;164,050;568,325;189,503;0,000;99.174,692;101.534,407;85.288,902;90.365,622;107.626,472;102.549,751;105.595,784
10.03.2022 10:00;10.03.2022 11:00;156,950;562,175;183,523;0,000;95.485,432;97.615,317;105.424,542;80.044,560;86.877,632;92.734,551;78.092,254
10.03.2022 11:00;10.03.2022 12:00;143,850;548,033;171,075;0,000;91.664,938;94.908,291;93.010,125;100.602,788;93.959,208;77.824,798;91.111,959
10.03.2022 12:00;10.03.2022 13:00;125,850;530,491;151,621;0,000;89.099,983;94.374,325;87.768,122;95.318,068;97.205,554;82.105,662;87.768,122
10.03.2022 13:00;10.03.2022 14:00;103,600;508,689;128,915;0,000;81.089,886;91.105,436;93.838,599;93.838,599;73.795,403;81.083,838;82.905,947
10.03.2022 14:00;10.03.2022 15:00;92,650;497,094;120,290;0,000;80.854,658;90.066,473;81.059,825;74.755,172;91.867,802;84.662,484;88.265,143
10.03.2022 15:00;10.03.2022 16:00;90,600;493,743;113,547;0,000;101.796,312;91.630,461;90.714,156;76.969,587;76.969,587;99.877,202;92.546,765
10.03.2022 16:00;10.03.2022 17:00;58,350;463,550;85,303;0,000;102.903,714;95.197,627;83.773,912;94.245,651;102.813,437;76.158,101;98.053,556
10.03.2022 17:00;10.03.2022 18:00;40,350;447,709;62,141;0,000;114.657,573;97.791,994;93.880,315;106.593,274;85.079,035;105.615,354;88.990,715
10.03.2022 18:00;10.03.2022 19:00;34,200;439,416;60,933;0,000;94.094,366;98.228,681;83.494,379;97.246,394;104.122,402;78.582,945;107.069,262
10.03.2022 19:00;10.03.2022 20:00;34,950;437,609;60,002;0,000;92.167,399;99.306,985;93.348,566;83.417,867;85.404,007;81.431,728;90.369,356
10.03.2022 20:00;10.03.2022 21:00;31,800;434,646;55,868;0,000;88.809,796;97.622,112;83.955,017;94.693,449;88.836,122;82.002,574;81.026,353
10.03.2022 21:00;10.03.2022 22:00;32,250;437,609;58,544;0,000;83.796,572;91.170,885;78.406,961;83.877,214;97.552,847;78.406,961;90.259,176
10.03.2022 22:00;10.03.2022 23:00;33,200;439,538;56,119;0,000;82.152,743;79.910,743;86.303,602;67.924,132;65.526,809;78.312,528;66.325,917
10.03.2022 23:00;11.03.2022 00:00;30,050;435,409;55,082;0,000;71.100,422;72.560,392;74.737,204;75.462,808;65.304,353;61.676,334;79.090,828
11.03.2022 00:00;11.03.2022 01:00;33,550;439,723;58,958;0,000;70.490,191;66.453,936;69.776,633;62.466,700;53.827,688;69.776,633;61.137,621
11.03.2022 01:00;11.03.2022 02:00;34,100;436,727;58,814;0,000;58.274,808;66.988,618;70.338,049;54.930,667;59.619,870;63.639,187;57.610,211
11.03.2022 02:00;11.03.2022 03:00;75,650;481,055;101,044;0,000;72.097,412;67.028,674;54.963,513;69.039,534;65.017,814;62.336,667;56.974,373
11.03.2022 03:00;11.03.2022 04:00;182,850;588,693;210,365;0,000;73.520,387;67.908,842;61.117,958;59.759,781;62.476,135;69.267,019;63.155,223
11.03.2022 04:00;11.03.2022 05:00;198,850;600,600;225,129;0,000;73.348,792;73.120,467;60.689,987;62.883,601;73.120,467;67.270,829;68.002,034
11.03.2022 05:00;11.03.2022 06:00;185,000;591,001;208,353;0,000;73.711,674;87.949,921;96.744,913;76.516,431;88.829,420;82.672,926;70.359,937
11.03.2022 06:00;11.03.2022 07:00;176,250;582,138;202,259;0,000;103.614,365;110.141,170;106.836,935;99.127,053;118.952,464;101.329,876;113.445,405
11.03.2022 07:00;11.03.2022 08:00;163,950;567,568;186,804;0,000;121.976,744;119.196,421;110.852,672;102.508,922;125.156,243;102.508,922;108.468,744
11.03.2022 08:00;11.03.2022 09:00;172,300;577,693;197,114;0,000;94.268,121;112.604,281;91.209,468;114.856,367;101.343,853;119.360,538;106.974,067
11.03.2022 09:00;11.03.2022 10:00;164,050;568,325;189,503;0,000;103.032,138;104.837,273;90.160,054;96.450,291;95.401,918;90.160,054;99.595,409
11.03.2022 10:00;11.03.2022 11:00;156,950;562,175;183,523;0,000;83.123,016;98.733,320;78.986,656;88.859,988;107.619,319;105.644,652;78.986,656
11.03.2022 11:00;11.03.2022 12:00;143,850;548,033;171,075;0,000;99.417,905;95.287,754;85.758,978;101.957,897;77.183,081;86.711,856;81.947,468
11.03.2022 12:00;11.03.2022 13:00;125,850;530,491;151,621;0,000;98.832,553;97.657,877;93.751,562;105.470,507;84.962,353;99.611,035;90.821,826
11.03.2022 13:00;11.03.2022 14:00;103,600;508,689;128,915;0,000;87.183,949;98.254,431;84.498,811;93.341,710;97.271,887;81.551,178;103.167,153
11.03.2022 14:00;11.03.2022 15:00;92,650;497,094;120,290;0,000;92.274,790;98.456,502;81.718,896;87.626,286;85.657,156;97.471,937;103.379,327
11.03.2022 15:00;11.03.2022 16:00;90,600;493,743;113,547;0,000;103.650,459;100.332,715;100.332,715;100.332,715;93.309,425;88.292,789;89.296,116
11.03.2022 16:00;11.03.2022 17:00;58,350;463,550;85,303;0,000;85.376,511;103.426,000;113.768,600;87.912,100;102.391,740;103.426,000;110.665,820
11.03.2022 17:00;11.03.2022 18:00;40,350;447,709;62,141;0,000;103.408,740;107.275,349;85.820,279;111.566,363;107.275,349;101.911,581;86.893,032
11.03.2022 18:00;11.03.2022 19:00;34,200;439,416;60,933;0,000;85.206,887;111.083,926;107.751,408;102.197,212;116.638,122;93.310,498;107.751,408
11.03.2022 19:00;11.03.2022 20:00;34,950;437,609;60,002;0,000;84.594,324;108.678,396;115.199,100;94.550,204;108.678,396;88.029,501;88.029,501
11.03.2022 20:00;11.03.2022 21:00;31,800;434,646;55,868;0,000;107.295,366;105.203,145;104.151,114;87.318,610;96.786,893;110.463,302;89.422,673
11.03.2022 21:00;11.03.2022 22:00;32,250;437,609;58,544;0,000;81.425,483;99.181,093;91.246,606;79.344,875;98.189,282;91.246,606;87.279,362
11.03.2022 22:00;11.03.2022 23:00;33,200;439,538;56,119;0,000;86.311,167;83.926,040;86.443,821;74.694,176;81.408,259;80.568,999;73.854,915
11.03.2022 23:00;12.03.2022 00:00;30,050;435,409;55,082;0,000;74.377,494;72.499,235;57.999,388;74.674,212;74.674,212;68.149,281;65.974,304
12.03.2022 00:00;12.03.2022 01:00;33,550;439,723;58,958;0,000;68.694,187;70.271,813;64.650,068;72.379,967;74.488,121;63.947,349;74.488,121
12.03.2022 01:00;12.03.2022 02:00;34,100;436,727;58,814;0,000;57.235,999;69.519,324;74.385,677;76.471,257;65.348,165;76.471,257;75.080,870
12.03.2022 02:00;12.03.2022 03:00;75,650;481,055;101,044;0,000;58.918,947;69.799,361;70.497,355;73.987,323;55.839,489;68.403,374;76.081,304
12.03.2022 03:00;12.03.2022 04:00;182,850;588,693;210,365;0,000;58.212,803;69.598,722;57.766,939;68.902,735;61.246,875;58.462,926;64.030,824
12.03.2022 04:00;12.03.2022 05:00;198,850;600,600;225,129;0,000;60.525,674;73.811,440;79.716,355;60.525,381;64.954,067;60.525,381;62.739,724
12.03.2022 05:00;12.03.2022 06:00;185,000;591,001;208,353;0,000;87.516,296;86.621,622;87.487,838;90.086,487;88.354,054;73.628,378;76.227,027
12.03.2022 06:00;12.03.2022 07:00;176,250;582,138;202,259;0,000;104.774,463;108.741,342;103.304,275;96.779,794;91.342,727;118.528,062;91.342,727
12.03.2022 07:00;12.03.2022 08:00;163,950;567,568;186,804;0,000;100.628,203;116.082,751;116.082,751;97.509,511;119.565,234;94.027,028;117.243,579
12.03.2022 08:00;12.03.2022 09:00;172,300;577,693;197,114;0,000;95.501,340;110.057,481;89.146,559;111.158,056;100.152,307;107.856,331;102.353,457
12.03.2022 09:00;12.03.2022 10:00;164,050;568,325;189,503;0,000;100.939,341;102.820,862;93.566,984;111.046,531;108.990,113;107.961,905;97.679,819
12.03.2022 10:00;12.03.2022 11:00;156,950;562,175;183,523;0,000;93.091,318;93.783,493;96.596,997;102.224,007;83.467,308;79.715,969;100.348,337
12.03.2022 11:00;12.03.2022 12:00;143,850;548,033;171,075;0,000;95.262,711;95.348,196;101.069,088;98.208,642;101.069,088;97.255,160;81.999,449
12.03.2022 12:00;12.03.2022 13:00;125,850;530,491;151,621;0,000;72.113,853;91.540,691;77.809,588;95.202,319;84.217,436;76.894,181;92.456,098
12.03.2022 13:00;12.03.2022 14:00;103,600;508,689;128,915;0,000;80.694,318;94.591,058;88.915,595;86.077,863;97.428,790;88.915,595;103.104,254
12.03.2022 14:00;12.03.2022 15:00;92,650;497,094;120,290;0,000;79.170,536;95.179,029;97.082,610;98.034,400;97.082,610;86.612,917;89.468,287
12.03.2022 15:00;12.03.2022 16:00;90,600;493,743;113,547;0,000;76.076,504;97.171,835;87.454,652;103.002,146;78.709,187;88.426,370;77.737,468
12.03.2022 16:00;12.03.2022 17:00;58,350;463,550;85,303;0,000;76.431,168;97.977,613;89.159,628;102.876,494;80.341,643;96.997,837;102.876,494
12.03.2022 17:00;12.03.2022 18:00;40,350;447,709;62,141;0,000;74.348,982;100.056,254;95.053,442;80.045,003;84.047,254;100.056,254;83.046,691
12.03.2022 18:00;12.03.2022 19:00;34,200;439,416;60,933;0,000;80.894,013;99.279,089;92.329,552;102.257,461;103.250,252;103.250,252;92.329,552
12.03.2022 19:00;12.03.2022 20:00;34,950;437,609;60,002;0,000;83.678,027;98.155,006;79.505,555;94.228,805;80.487,105;94.228,805;98.155,006
12.03.2022 20:00;12.03.2022 21:00;31,800;434,646;55,868;0,000;83.489,493;92.688,737;74.150,989;95.469,399;97.323,174;80.639,201;101.957,610
12.03.2022 21:00;12.03.2022 22:00;32,250;437,609;58,544;0,000;80.814,884;85.167,073;72.392,012;72.392,012;92.832,110;81.760,390;92.832,110
12.03.2022 22:00;12.03.2022 23:00;33,200;439,538;56,119;0,000;83.128,807;74.505,632;64.819,900;67.055,068;62.584,731;73.015,519;73.760,575
12.03.2022 23:00;13.03.2022 00:00;30,050;435,409;55,082;0,000;61.509,331;63.179,325;69.497,258;57.493,186;60.652,152;69.497,258;53.702,426
13.03.2022 00:00;13.03.2022 01:00;33,550;439,723;58,958;0,000;72.456,889;59.289,562;49.210,336;54.546,397;57.510,875;49.210,336;49.210,336
13.03.2022 01:00;13.03.2022 02:00;34,100;436,727;58,814;0,000;63.296,562;56.389,049;49.058,472;45.675,130;58.644,611;58.644,611;58.644,611
13.03.2022 02:00;13.03.2022 03:00;75,650;481,055;101,044;0,000;52.651,958;57.252,050;46.374,160;46.946,681;58.969,611;60.114,652;48.091,722
13.03.2022 03:00;13.03.2022 04:00;182,850;588,693;210,365;0,000;63.145,620;58.136,510;57.555,144;49.997,398;60.461,970;55.811,049;58.717,875
13.03.2022 04:00;13.03.2022 05:00;198,850;600,600;225,129;0,000;56.842,241;62.634,987;51.360,689;64.514,037;53.866,089;55.118,789;50.107,990
13.03.2022 05:00;13.03.2022 06:00;185,000;591,001;208,353;0,000;78.820,386;77.164,733;74.849,791;77.936,381;77.936,381;83.337,912;81.794,617
13.03.2022 06:00;13.03.2022 07:00;176,250;582,138;202,259;0,000;76.685,737;96.060,628;102.784,872;104.706,084;92.218,203;80.690,927;103.745,478
13.03.2022 07:00;13.03.2022 08:00;163,950;567,568;186,804;0,000;97.971,891;106.072,226;112.436,559;92.282,837;88.039,948;84.857,781;100.768,615
13.03.2022 08:00;13.03.2022 09:00;172,300;577,693;197,114;0,000;106.819,879;102.241,832;109.398,760;88.950,394;112.466,015;110.421,179;81.793,466
13.03.2022 09:00;13.03.2022 10:00;164,050;568,325;189,503;0,000;88.334,934;96.236,948;100.086,425;102.973,534;77.951,927;105.860,642;89.500,361
13.03.2022 10:00;13.03.2022 11:00;156,950;562,175;183,523;0,000;79.068,407;93.427,634;88.756,253;87.821,976;76.610,660;99.033,292;85.953,424
13.03.2022 11:00;13.03.2022 12:00;143,850;548,033;171,075;0,000;102.500,954;90.164,825;94.673,067;78.443,398;81.148,343;89.263,177;81.148,343
13.03.2022 12:00;13.03.2022 13:00;125,850;530,491;151,621;0,000;83.993,149;93.499,521;81.344,584;102.849,473;100.979,483;86.954,555;99.109,493
13.03.2022 13:00;13.03.2022 14:00;103,600;508,689;128,915;0,000;73.795,403;88.809,345;82.592,691;83.480,785;87.921,252;97.690,280;81.704,598
13.03.2022 14:00;13.03.2022 15:00;92,650;497,094;120,290;0,000;73.854,508;87.095,503;74.902,133;88.837,413;72.289,268;88.837,413;87.966,458
13.03.2022 15:00;13.03.2022 16:00;90,600;493,743;113,547;0,000;81.551,110;87.814,015;88.692,155;72.885,633;72.007,492;87.814,015;95.717,276
13.03.2022 16:00;13.03.2022 17:00;58,350;463,550;85,303;0,000;90.437,745;89.930,209;96.225,324;98.923,230;82.735,793;75.541,376;83.635,095
13.03.2022 17:00;13.03.2022 18:00;40,350;447,709;62,141;0,000;107.571,194;93.999,511;99.639,482;90.239,531;75.199,609;77.079,599;77.079,599
13.03.2022 18:00;13.03.2022 19:00;34,200;439,416;60,933;0,000;105.104,688;95.445,833;98.309,208;90.673,542;95.445,833;103.081,500;89.719,083
13.03.2022 19:00;13.03.2022 20:00;34,950;437,609;60,002;0,000;85.404,007;93.781,704;98.470,790;76.900,998;82.527,900;87.216,985;89.092,619
13.03.2022 20:00;13.03.2022 21:00;31,800;434,646;55,868;0,000;101.526,997;89.815,405;82.630,172;88.019,097;74.546,786;88.917,251;71.852,324
13.03.2022 21:00;13.03.2022 22:00;32,250;437,609;58,544;0,000;83.877,214;84.936,391;73.894,661;73.045,297;70.497,205;83.237,664;76.442,752
13.03.2022 22:00;13.03.2022 23:00;33,200;439,538;56,119;0,000;77.513,421;71.621,928;78.784,121;58.013,762;75.203,024;64.459,735;57.297,542
13.03.2022 23:00;14.03.2022 00:00;30,050;435,409;55,082;0,000;74.011,600;62.780,907;65.292,143;53.991,580;64.036,525;52.735,962;57.758,434
14.03.2022 00:00;14.03.2022 01:00;33,550;439,723;58,958;0,000;65.789,397;60.659,706;64.299,288;61.266,303;65.512,482;57.626,720;50.347,556
14.03.2022 01:00;14.03.2022 02:00;34,100;436,727;58,814;0,000;61.629,528;59.026,692;51.353,222;47.811,620;51.353,222;59.616,959;48.992,154
14.03.2022 02:00;14.03.2022 03:00;75,650;481,055;101,044;0,000;70.380,108;59.549,213;56.571,753;64.908,642;61.335,690;60.144,705;61.335,690
14.03.2022 03:00;14.03.2022 04:00;182,850;588,693;210,365;0,000;54.327,074;63.368,162;57.665,028;57.665,028;52.595,575;51.328,212;65.269,207
14.03.2022 04:00;14.03.2022 05:00;198,850;600,600;225,129;0,000;68.733,239;68.948,521;64.811,609;73.085,432;59.295,728;63.432,639;55.848,302
14.03.2022 05:00;14.03.2022 06:00;185,000;591,001;208,353;0,000;81.793,426;83.673,184;72.795,670;89.530,307;71.122,206;82.836,452;76.979,329
14.03.2022 06:00;14.03.2022 07:00;176,250;582,138;202,259;0,000;112.343,993;105.416,302;114.903,769;88.549,694;113.849,606;86.441,368;84.333,042
14.03.2022 07:00;14.03.2022 08:00;163,950;567,568;186,804;0,000;121.580,350;113.294,897;103.098,356;100.832,458;101.965,407;112.161,948;98.566,560
14.03.2022 08:00;14.03.2022 09:00;172,300;577,693;197,114;0,000;103.595,939;103.409,905;102.375,806;83.762,023;85.830,222;106.512,203;83.762,023
14.03.2022 09:00;14.03.2022 10:00;164,050;568,325;189,503;0,000;95.401,918;95.157,570;101.818,600;76.126,056;102.770,176;82.787,086;88.496,540
14.03.2022 10:00;14.03.2022 11:00;156,950;562,175;183,523;0,000;104.657,319;88.402,344;92.822,461;75.141,992;80.446,133;76.026,015;78.678,086
14.03.2022 11:00;14.03.2022 12:00;143,850;548,033;171,075;0,000;77.183,081;87.678,109;78.033,517;73.649,612;78.910,298;85.047,766;72.772,831
